bedrijf,medewerker_id,naam,leeftijd,geslacht,afkomst,provincie,studie_niveau,opleidingsrichting,specialisatie,werkervaring_jaren,dienstjaren,functie,afdeling,team,senioriteit,mindset,persoonlijkheidsstijl,politiek,technologische_kennis,%_werk_op_computer,%_werk_met_machines,mobiliteit,lease_auto,thuiswerkpercentage,communicatiestijl,feedbackstijl,leiderschapstype,besluitvormingstype,gebruik_van_data,trainingen_per_jaar,deelname_AI_project,deelname_communities,mentorschap,sociale_connecties_op_werk,werktevredenheid,zingeving_in_werk,burnout_risico,autonomie,invloed_op_beslissingen,verwachting_AI_in_werk,kennis_nieuwe_technologie,projectcomplexiteit,werkdruk,rol_in_verandering,houding_risico,conformisme,creativiteit,leerstijl,motivatiebron,compliance_bewustzijn,veiligheidscultuur_HSE,IT_afhankelijkheid_rol,field_vs_kantoor,shiftwerk,klantcontact_intensiteit,stakeholder_complexiteit,regulering_exposure,budgetverantwoordelijkheid,besluitsnelheid_persoonlijk,veranderhistorie_succes,tech_champion_netwerk,tooling_voorkeur,documentatiediscipline,kwaliteitsfocus,duurzaamheidshouding,inclusieve_houding,vertrouwen_in_management,vertrouwen_in_collegas,issue_escalatiestijl,besluit_rationaliteit,teamgrootte,salaris_per_maand_eur
Volker Nexus Group,VNG-K6WRNG,Lucas de Vrome-van de Elzas,43,X,Overig Europees-Nederlands,Drenthe,MBO,Communicatie,ARBO,3,0,Magazijnbeheerder,Uitvoering,Team-30,Junior,Conservatief,ENTP,Centrum,1,58,50,OV,Ja,75,Feitelijk,Direct,Afwezig,Autonoom,Wekelijks,4,Nee,1,Mentee,Hoog,4,5,2,1,1,Verlies,5,Laag,2,Volger,Risk-averse,Laag,3,On-the-job,Status,2,2,Laag,50/50,3-ploeg,Laag,Midden,Laag,Geen,Gemiddeld,Hoog,Ja,Zoom,3,5,Neutraal,3,4,4,Formalistisch,Data-gedreven,25,3382
Volker Nexus Group,VNG-F5TQGT,Tirza van der Klein,44,V,Duits-Nederlands,Drenthe,WO,Finance & Control,Condition Monitoring,12,7,Enterprise Architect,ICT,Team-49,Medior-Senior,Conservatief,ESTP,Centrum,4,70,29,Auto,Ja,100,Formeel,Voorzichtig,Coachend,Consensus,Wekelijks,3,Ja,4,Mentee,Laag,2,2,5,5,1,Verlies,1,Hoog,3,Change champion,Risk-seeking,Hoog,5,Klassikaal,Groei,4,4,Midden,100% field,2-ploeg,Laag,Hoog,Laag,Groot,Snel,Hoog,Nee,Zoom,3,5,Sceptisch,1,3,1,Stilhouden,Intuïtief,7,13920
Volker Nexus Group,VNG-KB250F,Hendrik Le Marec,28,V,Nederlands,Gelderland,MBO,Veiligheidskunde,Betonconstructies,2,1,Servicemonteur,Projectontwikkeling,Team-32,Junior,Visionair,ESTJ,Extreem rechts,3,60,50,Fiets,Ja,25,Informeel,Voorzichtig,Ondersteunend,Autonoom,Zelden,1,Ja,2,Geen,Hoog,3,1,4,3,3,Verlies,3,Hoog,1,Weerstand,Risk-averse,Laag,2,On-the-job,Status,1,2,Laag,100% field,Geen,Laag,Hoog,Hoog,Middel,Snel,Laag,Ja,Slack,4,5,Sceptisch,3,4,3,Stilhouden,Intuïtief,36,3392
Volker Nexus Group,VNG-5H40JC,Naomi van Mil,46,M,Nederlands,Limburg,MBO,Civiele Techniek,GIS,1,0,BIM-modelleur,Bouw,Team-21,Starter,Reactief,ISFJ,Centrum,5,73,0,OV,Nee,100,Formeel,Voorzichtig,Ondersteunend,Top-down,Dagelijks,3,Ja,2,Mentee,Gemiddeld,1,4,1,5,2,Verlies,3,Laag,5,Volger,Risk-seeking,Midden,2,Coaching,Status,5,4,Hoog,100% kantoor,2-ploeg,Midden,Midden,Hoog,Middel,Traag,Midden,Nee,Microsoft Teams,5,4,Sceptisch,3,3,1,Formalistisch,Intuïtief,8,3090
Volker Nexus Group,VNG-1ZLPJV,Melle Martel,44,V,Surinaams-Nederlands,Zeeland,MBO,Projectmanagement,Cost Engineering,16,12,Magazijnbeheerder,Infra,Team-32,Senior,Reactief,ESTJ,Rechts,2,60,50,OV,Ja,0,Feitelijk,Voorzichtig,Ondersteunend,Top-down,Dagelijks,3,Ja,3,Mentor,Gemiddeld,5,2,5,1,1,Kans,2,Laag,5,Change champion,Neutraal,Midden,4,On-the-job,Zingeving,4,1,Hoog,25/75,3-ploeg,Midden,Hoog,Midden,Geen,Traag,Laag,Nee,Slack,4,4,Sceptisch,4,3,2,Stilhouden,Ervarings-gedreven,4,6656
Volker Nexus Group,VNG-B0O2BF,Phileine Sarneel-'s Gravensande,35,X,Nederlands,Zeeland,HBO,Architectuur,MLOps,10,1,Monteur W-tech,Projectontwikkeling,Team-42,Medior,Visionair,ENTP,Rechts,5,60,50,Mix,Nee,100,Verbindend,Direct,Afwezig,Autonoom,Dagelijks,5,Ja,4,Mentee,Gemiddeld,1,1,3,5,1,Verlies,3,Gemiddeld,3,Change champion,Risk-seeking,Hoog,5,On-the-job,Status,1,4,Midden,100% field,3-ploeg,Midden,Hoog,Hoog,Groot,Gemiddeld,Midden,Nee,Microsoft Teams,1,4,Proactief,3,3,4,Stilhouden,Ervarings-gedreven,32,4950
Volker Nexus Group,VNG-EBORZU,Julius Huls,44,V,Nederlands,Noord-Brabant,PhD,Toegepaste Psychologie,ISO-14001,1,0,Projectleider,Commercie/BD,Team-16,Starter,Reactief,INTJ,Centrum,2,43,54,Te voet,Ja,25,Formeel,Voorzichtig,Afwezig,Autonoom,Zelden,0,Ja,1,Geen,Hoog,2,2,1,5,3,Kans,2,Gemiddeld,4,Change champion,Neutraal,Midden,4,Coaching,Groei,1,4,Laag,100% kantoor,2-ploeg,Midden,Hoog,Laag,Middel,Snel,Midden,Nee,Zoom,4,1,Sceptisch,4,5,1,Stilhouden,Intuïtief,4,4582
Volker Nexus Group,VNG-XOIV34,Lisa Bouthoorn,51,X,Surinaams-Nederlands,Flevoland,MBO,Wiskunde,Prefab/Modulair,1,0,Servicemonteur,Woningbouw,Team-21,Starter,Conservatief,INTJ,Centrum,3,48,50,Fiets,Nee,0,Feitelijk,Direct,Ondersteunend,Consensus,Maandelijks,0,Nee,5,Mentor,Hoog,2,1,5,4,5,Neutraal,1,Laag,4,Volger,Risk-seeking,Midden,1,On-the-job,Status,4,5,Hoog,75/25,Geen,Laag,Midden,Hoog,Geen,Snel,Midden,Nee,Microsoft Teams,4,2,Proactief,2,5,1,Proactief,Ervarings-gedreven,24,3000
Volker Nexus Group,VNG-L9RWBF,Stijn van Klaarwater,35,X,Nederlands,Drenthe,WO,Architectuur,Azure Cloud,0,0,Engineer WTB,Data & Analytics,Team-35,Starter,Neutraal,INFP,Centrum,1,88,2,Auto,Nee,50,Verbindend,Direct,Afwezig,Autonoom,Zelden,5,Ja,0,Geen,Laag,2,4,2,2,3,Neutraal,2,Hoog,4,Weerstand,Risk-averse,Hoog,2,On-the-job,Zingeving,2,5,Hoog,25/75,2-ploeg,Laag,Laag,Midden,Geen,Snel,Midden,Nee,Zoom,2,5,Sceptisch,4,4,2,Proactief,Intuïtief,15,3570
Volker Nexus Group,VNG-XCDVI9,Mees van de Greef-van Clootwijck,54,M,Nederlands,Utrecht,MBO,Elektrotechniek,Bruggen & Tunnels,2,2,Werkplaatschef,Bouw,Team-44,Junior,Visionair,ISFJ,Centrum-links,1,59,50,OV,Nee,25,Verbindend,Voorzichtig,Sturend,Top-down,Dagelijks,0,Ja,4,Mentee,Hoog,4,3,1,4,3,Verlies,5,Gemiddeld,1,Change champion,Risk-seeking,Hoog,4,E-learning,Zingeving,4,3,Hoog,25/75,2-ploeg,Laag,Midden,Midden,Groot,Gemiddeld,Midden,Nee,Zoom,5,5,Sceptisch,5,3,1,Proactief,Intuïtief,27,4332
Volker Nexus Group,VNG-66KTG4,Brent Mol,39,X,Nederlands,Zeeland,WO,Informatica,Predictive Maintenance,14,11,Software Engineer,Bouw,Team-38,Medior-Senior,Neutraal,ESTJ,Centrum,1,70,4,Auto,Ja,50,Verbindend,Voorzichtig,Afwezig,Autonoom,Maandelijks,4,Nee,3,Geen,Laag,5,3,1,2,3,Verlies,5,Hoog,4,Weerstand,Neutraal,Laag,4,Klassikaal,Zingeving,1,3,Hoog,100% field,2-ploeg,Hoog,Hoog,Midden,Geen,Traag,Laag,Nee,Google Meet,3,5,Sceptisch,2,1,3,Proactief,Data-gedreven,39,9216
Volker Nexus Group,VNG-JTWO4P,Stan Carnotte,49,V,Nederlands,Gelderland,HBO,Werktuigbouwkunde,NEN-2767,0,0,QA/QC-engineer,Inkoop,Team-38,Starter,Neutraal,ENFJ,Centrum-links,3,53,20,OV,Ja,75,Feitelijk,Direct,Afwezig,Consensus,Maandelijks,5,Ja,3,Geen,Hoog,5,4,1,3,4,Neutraal,2,Laag,2,Change champion,Risk-averse,Midden,5,E-learning,Geld,4,2,Midden,25/75,2-ploeg,Midden,Midden,Hoog,Middel,Traag,Midden,Ja,Google Meet,4,3,Proactief,1,3,3,Stilhouden,Data-gedreven,24,3570
Volker Nexus Group,VNG-9SSGML,Collin Muijs,53,X,Nederlands,Limburg,MBO,Data Science,Cost Engineering,1,0,BIM-modelleur,Bouw,Team-36,Starter,Visionair,INFP,Links,4,70,46,Auto,Nee,0,Verbindend,Direct,Ondersteunend,Top-down,Dagelijks,0,Ja,3,Mentor,Hoog,1,4,4,5,2,Verlies,1,Hoog,1,Weerstand,Risk-seeking,Midden,1,On-the-job,Status,4,2,Midden,100% kantoor,3-ploeg,Laag,Midden,Hoog,Geen,Traag,Hoog,Nee,Zoom,3,3,Neutraal,1,5,3,Proactief,Ervarings-gedreven,26,3090
Volker Nexus Group,VNG-ACG4F3,Chloé Coenen,37,V,Nederlands,Noord-Brabant,MBO,Data Science,Azure Cloud,2,2,Servicemonteur,Projectontwikkeling,Team-10,Junior,Visionair,INTP,Links,5,40,50,Fiets,Nee,25,Verbindend,Direct,Afwezig,Consensus,Dagelijks,1,Ja,2,Geen,Hoog,4,1,3,3,5,Kans,2,Hoog,1,Change champion,Risk-averse,Laag,4,Coaching,Zekerheid,3,2,Laag,50/50,Geen,Midden,Laag,Midden,Geen,Traag,Midden,Ja,Google Meet,4,5,Proactief,5,4,2,Proactief,Ervarings-gedreven,22,3392
Volker Nexus Group,VNG-HYJVZC,Faas Ouwerkerk,43,M,Nederlands,Friesland,WO,Biotechnologie,Machineveiligheid,11,7,Jurist,Bouw,Team-30,Medior-Senior,Innovatief,INFP,Centrum-links,3,82,7,Mix,Nee,100,Formeel,Voorzichtig,Ondersteunend,Top-down,Zelden,0,Ja,3,Geen,Gemiddeld,1,2,5,5,1,Neutraal,3,Hoog,3,Volger,Risk-seeking,Midden,5,On-the-job,Status,1,1,Hoog,25/75,2-ploeg,Laag,Midden,Hoog,Groot,Traag,Hoog,Ja,Google Meet,2,1,Sceptisch,4,2,1,Proactief,Intuïtief,7,9408
Volker Nexus Group,VNG-CYUTA0,Luuk Bouhuizen,50,M,Nederlands,Gelderland,MBO,Logistiek,UAV-gc,14,11,Monteur W-tech,Commercie/BD,Team-19,Medior-Senior,Innovatief,ENFJ,Centrum,1,60,50,Fiets,Nee,0,Feitelijk,Voorzichtig,Coachend,Autonoom,Dagelijks,2,Nee,4,Geen,Laag,3,5,4,2,3,Neutraal,1,Hoog,2,Change champion,Risk-averse,Midden,1,Coaching,Zingeving,5,2,Laag,50/50,3-ploeg,Midden,Midden,Hoog,Geen,Traag,Laag,Ja,Microsoft Teams,2,2,Sceptisch,2,1,1,Stilhouden,Ervarings-gedreven,16,6024
Volker Nexus Group,VNG-H1T9MU,Lauren Adryaens,40,V,Nederlands,Utrecht,HBO,Planologie,Betonconstructies,1,1,Werkplaatschef,Uitvoering,Team-02,Starter,Conservatief,ENTP,Centrum-links,4,60,50,Mix,Ja,50,Informeel,Voorzichtig,Sturend,Top-down,Wekelijks,2,Nee,2,Mentor,Laag,3,2,1,1,4,Neutraal,2,Gemiddeld,5,Weerstand,Risk-seeking,Midden,1,E-learning,Zekerheid,1,2,Midden,100% kantoor,2-ploeg,Laag,Laag,Midden,Klein,Traag,Hoog,Nee,Microsoft Teams,5,4,Neutraal,2,5,3,Stilhouden,Data-gedreven,17,3723
Volker Nexus Group,VNG-S3C6TI,Olaf van Westfalen,41,M,Antilliaans-Nederlands,Groningen,HBO,Facility Management,Cost Engineering,2,0,Servicemonteur,Inkoop,Team-09,Junior,Reactief,ISTJ,Centrum,1,5,61,Auto,Nee,50,Informeel,Indirect,Afwezig,Consensus,Wekelijks,3,Nee,3,Mentor,Gemiddeld,4,2,3,5,3,Kans,5,Hoog,5,Volger,Risk-seeking,Laag,3,Klassikaal,Geld,2,4,Hoog,25/75,2-ploeg,Laag,Laag,Midden,Geen,Traag,Laag,Nee,Microsoft Teams,1,4,Proactief,2,4,4,Proactief,Data-gedreven,24,3392
Volker Nexus Group,VNG-2F9HUK,Hamza van Dam,33,V,Pools-Nederlands,Zeeland,MBO,Stedenbouw,BREEAM,4,0,Logistiek coördinator,Uitvoering,Team-03,Junior-Medior,Visionair,ENTP,Links,1,60,50,Auto,Nee,0,Feitelijk,Indirect,Sturend,Top-down,Wekelijks,3,Nee,0,Geen,Hoog,5,5,2,4,4,Kans,3,Hoog,1,Weerstand,Neutraal,Laag,3,Klassikaal,Geld,5,1,Laag,100% field,Geen,Hoog,Hoog,Midden,Middel,Snel,Laag,Nee,Google Meet,1,4,Proactief,3,3,2,Stilhouden,Data-gedreven,8,4160
Volker Nexus Group,VNG-4SBJBF,Noud Veenstra,39,V,Antilliaans-Nederlands,Drenthe,MBO,Informatica,Calculatie,34,23,Servicemonteur,Finance/Control,Team-09,Senior,Neutraal,ISFJ,Centrum,4,52,50,Mix,Ja,25,Feitelijk,Voorzichtig,Afwezig,Autonoom,Maandelijks,4,Nee,5,Mentee,Gemiddeld,2,3,1,4,5,Neutraal,3,Laag,5,Change champion,Neutraal,Hoog,2,Coaching,Status,2,5,Laag,25/75,2-ploeg,Midden,Hoog,Midden,Middel,Gemiddeld,Hoog,Nee,Microsoft Teams,5,5,Sceptisch,4,2,4,Stilhouden,Ervarings-gedreven,26,7800
Volker Nexus Group,VNG-SMED4Q,Sophia Huisman,26,V,Surinaams-Nederlands,Zuid-Holland,MBO,Technische Bedrijfskunde,Prefab/Modulair,16,7,Monteur E-tech,Utiliteitsbouw,Team-39,Senior,Visionair,ESFJ,Extreem rechts,4,33,68,Te voet,Nee,0,Feitelijk,Voorzichtig,Afwezig,Top-down,Dagelijks,5,Ja,3,Beide,Gemiddeld,4,1,1,5,3,Neutraal,5,Laag,3,Volger,Risk-seeking,Midden,3,E-learning,Geld,4,3,Laag,50/50,Geen,Midden,Midden,Hoog,Geen,Gemiddeld,Laag,Ja,Zoom,1,5,Sceptisch,3,1,3,Stilhouden,Ervarings-gedreven,36,6864
Volker Nexus Group,VNG-IV7WEI,Cornelis Elsenaar,37,X,Nederlands,Gelderland,MBO,Software Engineering,Contractrecht,3,2,Logistiek coördinator,Infra,Team-22,Junior,Neutraal,ENTP,Centrum,3,17,50,Auto,Nee,0,Informeel,Indirect,Afwezig,Consensus,Maandelijks,3,Ja,0,Mentor,Hoog,5,3,2,3,1,Verlies,4,Laag,3,Change champion,Risk-seeking,Midden,1,E-learning,Zingeving,3,5,Hoog,100% field,2-ploeg,Midden,Laag,Laag,Groot,Gemiddeld,Midden,Nee,Zoom,5,3,Sceptisch,4,4,4,Proactief,Ervarings-gedreven,16,3819
Volker Nexus Group,VNG-0W9U3I,Marit Scardino-Schuylenborch,46,M,Nederlands,Flevoland,WO,Scheikunde,Prefab/Modulair,8,6,Logistiek coördinator,Uitvoering,Team-34,Medior,Neutraal,ENTP,Centrum,1,56,50,Mix,Nee,25,Informeel,Voorzichtig,Sturend,Autonoom,Zelden,3,Nee,1,Mentee,Hoog,3,4,1,3,1,Verlies,3,Gemiddeld,1,Change champion,Risk-averse,Midden,2,On-the-job,Zingeving,1,1,Hoog,25/75,2-ploeg,Hoog,Laag,Laag,Klein,Gemiddeld,Midden,Nee,Slack,4,1,Neutraal,1,3,1,Formalistisch,Intuïtief,11,5192
Volker Nexus Group,VNG-ZXPUMV,Jonathan Timmermans,41,V,Pools-Nederlands,Flevoland,MBO,AI,GIS,9,9,BIM-modelleur,Data & Analytics,Team-30,Medior,Visionair,ISTJ,Centrum-links,1,70,64,Auto,Ja,50,Informeel,Direct,Coachend,Top-down,Wekelijks,3,Ja,4,Mentor,Laag,2,4,5,3,3,Verlies,5,Laag,2,Volger,Neutraal,Midden,1,E-learning,Groei,1,2,Laag,100% kantoor,Geen,Hoog,Hoog,Laag,Klein,Traag,Midden,Nee,Slack,2,3,Sceptisch,2,2,5,Stilhouden,Intuïtief,18,5186
Volker Nexus Group,VNG-PXO7AI,Selina Jeggij,26,X,Antilliaans-Nederlands,Noord-Brabant,MBO,Software Engineering,ISO-9001,5,5,Monteur W-tech,Materieel & Logistiek,Team-25,Junior-Medior,Neutraal,ISTP,Centrum,1,46,50,OV,Nee,75,Formeel,Indirect,Afwezig,Consensus,Dagelijks,3,Nee,2,Geen,Hoog,3,2,3,3,3,Kans,1,Laag,4,Change champion,Risk-seeking,Hoog,5,On-the-job,Zekerheid,2,5,Laag,50/50,Geen,Hoog,Hoog,Laag,Geen,Gemiddeld,Hoog,Nee,Microsoft Teams,3,3,Neutraal,3,1,3,Proactief,Data-gedreven,32,3850
Volker Nexus Group,VNG-AA56R6,Amélie den Haag,36,X,Nederlands,Flevoland,WO,Werktuigbouwkunde,PV/Zonne-energie,9,7,Asset Manager,Juridisch,Team-13,Medior,Conservatief,INFJ,Centrum,2,79,95,Mix,Ja,75,Informeel,Voorzichtig,Coachend,Autonoom,Maandelijks,1,Nee,2,Mentee,Gemiddeld,3,2,2,4,4,Neutraal,1,Hoog,1,Volger,Neutraal,Midden,2,Coaching,Geld,3,2,Hoog,75/25,Geen,Hoog,Hoog,Laag,Geen,Snel,Midden,Nee,Zoom,5,2,Sceptisch,1,1,3,Stilhouden,Intuïtief,26,7480
Volker Nexus Group,VNG-GRVY0Y,Tycho van Kuijc,25,X,Indonesisch-Nederlands,Drenthe,HBO,Informatica,GIS,6,5,Magazijnbeheerder,Materieel & Logistiek,Team-14,Junior-Medior,Neutraal,ENFJ,Rechts,2,17,50,OV,Nee,50,Informeel,Direct,Ondersteunend,Top-down,Dagelijks,2,Nee,5,Geen,Laag,3,3,2,5,5,Kans,5,Hoog,4,Volger,Risk-averse,Hoog,2,Klassikaal,Groei,1,5,Midden,50/50,3-ploeg,Hoog,Midden,Midden,Middel,Gemiddeld,Midden,Nee,Zoom,3,1,Proactief,2,3,1,Proactief,Ervarings-gedreven,22,3920
Volker Nexus Group,VNG-OCJAO4,Sam Zeemans-Scherms,34,X,Indonesisch-Nederlands,Flevoland,HBO,Technische Bedrijfskunde,BREEAM,1,0,Monteur W-tech,ICT,Team-17,Starter,Reactief,INTJ,Links,3,26,50,Fiets,Nee,0,Formeel,Indirect,Afwezig,Top-down,Maandelijks,2,Ja,4,Geen,Laag,1,5,1,5,4,Verlies,3,Gemiddeld,5,Change champion,Risk-averse,Midden,2,On-the-job,Geld,2,1,Hoog,25/75,3-ploeg,Laag,Midden,Laag,Klein,Snel,Hoog,Ja,Microsoft Teams,2,4,Neutraal,5,4,3,Stilhouden,Ervarings-gedreven,25,3000
Volker Nexus Group,VNG-NX7AR8,Maja Spruit,51,M,Nederlands,Utrecht,WO,Installatietechniek,Condition Monitoring,5,1,Communicatieadviseur,Inkoop,Team-12,Junior-Medior,Innovatief,ENTP,Centrum,3,70,32,Fiets,Nee,50,Formeel,Voorzichtig,Sturend,Consensus,Wekelijks,3,Ja,3,Mentee,Gemiddeld,3,2,4,3,2,Neutraal,3,Gemiddeld,5,Change champion,Risk-averse,Laag,1,Klassikaal,Zingeving,3,4,Hoog,50/50,3-ploeg,Hoog,Hoog,Hoog,Groot,Snel,Midden,Nee,Google Meet,2,2,Neutraal,1,5,2,Proactief,Data-gedreven,9,5100
Volker Nexus Group,VNG-2A9E96,Mark van den Nuwenhuysen,46,X,Nederlands,Zuid-Holland,Bachelor,Bouwkunde,Condition Monitoring,2,1,Planner,Materieel & Logistiek,Team-26,Junior,Reactief,ISFP,Centrum,2,27,43,Fiets,Nee,0,Verbindend,Direct,Coachend,Consensus,Dagelijks,0,Nee,2,Geen,Laag,1,4,2,5,4,Neutraal,5,Laag,4,Weerstand,Risk-seeking,Midden,4,On-the-job,Groei,1,5,Laag,50/50,2-ploeg,Laag,Hoog,Hoog,Middel,Snel,Midden,Nee,Microsoft Teams,1,1,Sceptisch,1,4,2,Formalistisch,Data-gedreven,10,3724
Volker Nexus Group,VNG-JTFJ9R,Jim Jurrijens,26,M,Nederlands,Gelderland,MBO,Facility Management,ISO-14001,8,8,Uitvoerder,Bouw,Team-18,Medior,Reactief,ESFP,Centrum-rechts,1,60,50,Fiets,Nee,50,Feitelijk,Indirect,Ondersteunend,Autonoom,Wekelijks,2,Ja,5,Mentee,Laag,4,2,3,1,3,Verlies,5,Laag,5,Volger,Risk-seeking,Midden,3,Coaching,Zekerheid,1,4,Laag,50/50,Geen,Midden,Hoog,Midden,Klein,Snel,Hoog,Ja,Zoom,4,3,Neutraal,3,2,4,Stilhouden,Intuïtief,3,6380
Volker Nexus Group,VNG-L2JXGD,Sanne Lind,48,M,Duits-Nederlands,Overijssel,MBO,Accountancy,Staalbouw,1,1,Monteur E-tech,Inkoop,Team-15,Starter,Conservatief,ENFP,Centrum-rechts,3,43,55,Te voet,Nee,50,Informeel,Indirect,Coachend,Consensus,Maandelijks,3,Ja,0,Mentor,Laag,4,1,1,2,4,Kans,3,Laag,1,Volger,Neutraal,Hoog,5,On-the-job,Zingeving,3,4,Laag,75/25,2-ploeg,Laag,Hoog,Hoog,Groot,Snel,Laag,Ja,Google Meet,1,5,Proactief,3,2,1,Formalistisch,Data-gedreven,8,3000
Volker Nexus Group,VNG-HGJNLU,Arie Hulshouts,25,V,Indonesisch-Nederlands,Limburg,HBO,Natuurkunde,Planning,18,13,Engineer Civiel,Bouw,Team-09,Senior,Innovatief,INFP,Centrum,5,70,4,Mix,Nee,100,Verbindend,Indirect,Sturend,Consensus,Dagelijks,6,Nee,0,Geen,Hoog,5,3,5,4,1,Kans,2,Gemiddeld,2,Change champion,Risk-seeking,Hoog,5,E-learning,Zingeving,2,1,Midden,100% field,2-ploeg,Laag,Laag,Midden,Groot,Traag,Laag,Nee,Zoom,2,4,Neutraal,3,5,1,Stilhouden,Intuïtief,22,9672
Volker Nexus Group,VNG-HRI8OD,Victor Ouwerkerk,36,M,Indonesisch-Nederlands,Zeeland,WO,Finance & Control,Lean Construction,34,14,Projectleider,Woningbouw,Team-30,Senior,Innovatief,ESTJ,Centrum,3,22,61,OV,Ja,75,Informeel,Indirect,Afwezig,Consensus,Wekelijks,0,Ja,5,Mentee,Laag,3,4,2,5,3,Verlies,5,Laag,5,Change champion,Risk-seeking,Midden,5,Klassikaal,Geld,4,5,Midden,25/75,Geen,Laag,Hoog,Laag,Groot,Gemiddeld,Laag,Nee,Slack,3,2,Proactief,1,3,2,Proactief,Data-gedreven,14,11700
Volker Nexus Group,VNG-TZCEZU,Mirthe Kerkhof,43,V,Surinaams-Nederlands,Flevoland,MBO,Facility Management,Lean Construction,14,12,Planner,Infra,Team-30,Medior-Senior,Neutraal,ISFP,Centrum-links,3,86,44,Te voet,Nee,25,Informeel,Direct,Afwezig,Top-down,Dagelijks,6,Ja,5,Beide,Gemiddeld,2,2,1,3,1,Verlies,1,Gemiddeld,4,Volger,Risk-seeking,Midden,4,Coaching,Geld,1,2,Hoog,75/25,2-ploeg,Midden,Hoog,Laag,Groot,Snel,Laag,Nee,Microsoft Teams,5,4,Proactief,2,4,2,Proactief,Intuïtief,31,7008
Volker Nexus Group,VNG-P0B0UJ,Floris van Voorhout,31,X,Nederlands,Flevoland,HBO,Stedenbouw,Asset Management,8,6,Projectleider,Duurzaamheid,Team-27,Medior,Innovatief,ISTP,Links,1,40,0,Auto,Ja,100,Formeel,Indirect,Afwezig,Autonoom,Wekelijks,4,Ja,5,Mentee,Hoog,5,2,5,2,1,Kans,5,Hoog,3,Change champion,Neutraal,Laag,4,Coaching,Zingeving,1,2,Hoog,50/50,2-ploeg,Hoog,Midden,Laag,Klein,Gemiddeld,Laag,Nee,Google Meet,5,3,Proactief,3,4,4,Proactief,Ervarings-gedreven,19,7392
Volker Nexus Group,VNG-BCL04L,Vince van Brunswijk,47,V,Surinaams-Nederlands,Noord-Holland,Bachelor,Werktuigbouwkunde,MLOps,4,3,Engineer E,Data & Analytics,Team-23,Junior-Medior,Neutraal,ENFJ,Centrum-links,1,70,45,Mix,Ja,100,Formeel,Indirect,Sturend,Autonoom,Wekelijks,5,Ja,2,Geen,Hoog,3,3,2,3,1,Neutraal,5,Laag,4,Change champion,Neutraal,Laag,3,On-the-job,Status,5,1,Midden,100% kantoor,3-ploeg,Hoog,Laag,Laag,Groot,Gemiddeld,Laag,Ja,Slack,2,4,Sceptisch,1,3,4,Proactief,Data-gedreven,38,4920
Volker Nexus Group,VNG-6ZFV4V,Laurens Ketel-Adriaense,33,M,Marokkaans-Nederlands,Noord-Holland,MBO,Software Engineering,ISO-9001,5,0,Uitvoerder,Uitvoering,Team-45,Junior-Medior,Reactief,ISTJ,Links,3,60,50,Te voet,Ja,100,Formeel,Indirect,Ondersteunend,Consensus,Zelden,7,Ja,0,Geen,Laag,1,2,4,2,4,Neutraal,4,Hoog,3,Weerstand,Neutraal,Midden,3,Coaching,Zingeving,2,5,Hoog,25/75,Geen,Laag,Hoog,Hoog,Geen,Snel,Laag,Nee,Slack,3,3,Neutraal,1,3,4,Stilhouden,Ervarings-gedreven,28,5200
Volker Nexus Group,VNG-S0KVKZ,Siem van Leuven-Nollee,40,V,Surinaams-Nederlands,Flevoland,HBO,Informatica,Databricks,3,0,Engineer WTB,Infra,Team-14,Junior,Conservatief,INFP,Centrum-rechts,3,100,35,Mix,Ja,100,Verbindend,Direct,Sturend,Top-down,Wekelijks,2,Ja,5,Geen,Gemiddeld,1,1,4,1,5,Kans,2,Hoog,4,Change champion,Neutraal,Laag,5,Coaching,Geld,3,3,Hoog,50/50,Geen,Laag,Laag,Hoog,Middel,Gemiddeld,Hoog,Nee,Google Meet,1,4,Neutraal,2,3,3,Proactief,Intuïtief,23,4503
Volker Nexus Group,VNG-S2Z8QH,Wouter Helmerhorst,42,X,Nederlands,Noord-Holland,WO,Finance & Control,BIM,3,0,Projectmanager,Duurzaamheid,Team-05,Junior,Visionair,ESFP,Rechts,1,0,13,OV,Ja,0,Feitelijk,Indirect,Ondersteunend,Top-down,Zelden,1,Ja,1,Mentee,Gemiddeld,4,2,2,3,2,Neutraal,5,Laag,4,Change champion,Risk-seeking,Laag,1,Coaching,Zekerheid,5,2,Laag,75/25,Geen,Laag,Hoog,Hoog,Klein,Snel,Hoog,Ja,Slack,2,4,Proactief,3,5,1,Proactief,Ervarings-gedreven,10,6412
Volker Nexus Group,VNG-14WLNA,Nadine Aarden,44,V,Nederlands,Limburg,MBO,Veiligheidskunde,Geotechniek,13,5,Voorman,Materieel & Logistiek,Team-02,Medior-Senior,Conservatief,ESTP,Rechts,4,27,50,Te voet,Nee,0,Formeel,Indirect,Afwezig,Top-down,Zelden,1,Ja,2,Mentee,Laag,5,5,4,3,2,Verlies,5,Hoog,4,Change champion,Risk-seeking,Midden,4,Klassikaal,Status,2,4,Laag,75/25,3-ploeg,Laag,Hoog,Laag,Groot,Snel,Hoog,Ja,Google Meet,5,5,Neutraal,1,3,3,Stilhouden,Intuïtief,33,7212
